Symbol,Name
06828,BG BLUE SKY
06829,DRAGON RISE GP
06830,HUAZHONG IN-V
06833,SINCO PHARMA
06836,TIANYUN INT'L
06837,HAITONG SEC
06838,WINOX
06839,YUNNAN WATER
06855,ASCENTAGE-B
06858,HONMAGOLF
06860,FINGERTANGO
06862,HAIDILAO
06865,FLAT GLASS
06866,ZUOLI M-FIN
06868,TENFU
06869,YOFC
06877,CLSA PREMIUM
06878,DIFFER GP AUTO
06880,TEMPUS HOLD
06881,CGS
06882,EGL HOLDINGS
06885,JINMA ENERGY
06886,HTSC
06888,FREETECH
06889,DYNAM JAPAN
06890,KANGLI INT HLDG
06893,HINSANG GROUP
06896,GOLDEN THROAT
06898,CHINA ALUMCAN
06899,OURGAME
06900,SUNKWAN PPT
06908,HG SEMI
06909,BETTERLIFE HLDG
06913,SCVE GROUP
06918,KIDZTECH
06919,RENRUI HR
06928,TOMO HOLDINGS
06933,SINO-ENTERTAIN
06939,MEGAIN
06958,ZHENRO SERVICES
06966,C WAN TONG YUAN
06968,GANGLONG CHINA
06969,SMOORE INTL
06978,IMMUNOTECH-B
06988,JOY SPREADER
06989,EXCELLENCE CM
06993,BLUE MOON GROUP
06996,ANTENGENE-B
06998,GENOR-B
06999,LEADING HLDGS
07801,INTERRA ACQ-Z
07827,VISION DEAL-Z
07836,AQUILA ACQ-Z
07841,HK ACQ-Z
08001,ORIENTSEC INT
08003,GREAT WORLD
08005,YUXING INFOTECH
08006,SINO SPLENDID
08007,GLOBALSTRAT
08009,CHI ENGY HOLD
08011,POLYARD PETRO
08013,ECI TECH
08017,TRADEGO
08018,FINSOFT FIN
08019,HAO WEN HLDGS
08020,UNITAS HOLD
08021,WLS HOLDINGS
08022,EVERSHINE GP
08023,KWONG MAN KEE
08025,ACR HOLDINGS
08026,CB GLOBAL
08027,KPM HOLDING
08028,TIMELESS
08029,IMPERIUM FIN GP
08030,FLYING FIN
08031,ETS GROUP
08032,VIVA CHINA
08033,VODATEL NETWORK
08035,JANCO HOLDINGS
08036,EBROKER GROUP
08037,CH BIOTECH SER
08039,KNK HOLDINGS
08040,COOLPOINT INNO
08041,LUXEY INT'L
08042,KOS INTL
08043,ATLINKS
08045,NANDASOFT
08047,CHINA OCEAN GP
08048,YU TAK INT'L
08049,JILIN CHANGLONG
08050,QUANTUM THINK
08051,CIRCUTECH
08052,LUK HING ENT
08053,PIZU GROUP
08055,CHI E-INFO TECH
08056,LIFE CONCEPTS
08057,MADISON HLDG
08059,GLORY FLAME
08060,GLOBAL LINK
08062,EFT SOLUTIONS
08063,GLOBAL M HLDG
08065,KML TECH
08066,PHOENITRON HOLD
08067,OUC HOLDINGS
08069,WWPKG HOLDINGS
08070,KEEN OCEAN
08071,CH NETCOMTECH
08072,ROMA META GROUP
08073,SINGYES NM
08075,MEDIA ASIA
08076,SING LEE
08078,C CREATIVE DIGI
08079,EASY REPAY FIN
08080,NAS HOLDINGS
08081,HANG TAI YUE GP
08082,YEAH YEAH GROUP
08083,CHINA YOUZAN
08086,SINO VISION WW
08087,CHINA 33MEDIA
08091,OOH HOLDINGS
08092,ITE HOLDINGS
08093,MILLION STARS
08095,BEIDA JADE BIRD
08096,TASTY CONCEPTS
08098,CL GROUP
08100,GET HOLDINGS
08101,EJE HOLDINGS
08103,HMVOD
08106,SHENGHUA LANDE
08107,VISION INT HLDG
08109,KIRIN GROUP
08111,CT IND GROUP
08112,CORNERSTONE FIN
08113,HI-LEVEL TECH
08115,SHANGHAI QINGPU
08117,CHI P ENERGY
08118,BORTEX GLOBAL
08120,CH DEMETER FIN
08121,GURU ONLINE
08123,SINOFORTUNE FIN
08125,ROYAL CEN RES
08126,G. A. HOLDINGS
08128,CHYY GP
08130,DADI INTL GROUP
08131,ABC MULTIACTIVE
08132,CENTURY EN INTL
08133,SOLOMON WW HLDG
08135,ZMFY GLASS
08136,IMS GROUP
08137,HONBRIDGE
08139,CHANGAN RH
08140,BOSATECH
08143,GF HEALTHCARE
08146,GRACEWINE
08147,MILLENNIUM PG
08148,AURUM PACIFIC
08149,ALTUS HLDGS
08150,SEAMLESS GREEN
08151,BAO SHEN HLDGS
08152,M&L HOLDINGS
08153,FARNOVA GROUP
08156,SINOPHARM TECH
08158,CRMI
08159,CU VENTURE INV
08160,GOLDWAY EDU
08161,MEDINET GROUP
08162,LOCO HK
08163,MERDEKA FIN
08166,CHINA ECO-FARM
08167,NEO TELEMEDIA
08168,AMASSE CAPITAL
08169,ECO-TEK HLDGS
08170,ALL NATION INTL
08172,LAJIN ENT
08173,HEPHAESTUS HLDG
08175,C DIGITAL CUL
08176,SUPERROBOTICS
08178,CHINA INFO TECH
08179,PALINDA GROUP
08181,SHISHI SERVICES
08186,M-RESOURCES
08187,JIMU GROUP
08188,GME GROUP
08189,TEDA BIOMEDICAL
08191,HONG WEI ASIA
08193,ASIAPAC FIN INV
08195,LEGENDARY GROUP
08196,CHINA TIANYF
08198,LOTO INTERACT
08200,SAU SAN TONG
08201,PPS INT'L
08203,KAISUN HOLDINGS
08205,JIAODA WITHUB
08206,S ROBOT EDU
08208,WMCH GLOBAL
08210,DLC ASIA
08211,ZHEJIANG YONGAN
08213,STARGLORY HLDGS
08215,FIRST CREDIT
08217,LUEN WONG GP
08218,ECHO INT HOLD
08219,HANVEY GROUP
08220,BINGO GROUP
08221,PF GROUP
08222,E LIGHTING
08223,ZYY
08225,C HEALTH GP
08226,KOALA FIN GP
08227,HAITIAN ANTENNA
08228,NATIONAL ARTS
08229,FUTURE DATA
08232,CLASSIFIED GP
08237,LINK HOLDINGS
08238,WINTO GROUP
08239,CAPITAL FIN
08241,YING KEE TEA
08245,ZHAO XIAN INT'L
08246,ZHONGHUA GAS
08247,BIOSINO BIO-TEC
08249,RUIYUAN IC TECH
08250,SILK RD ENERGY
08255,CHINA BINARY
08257,GENES TECH
08262,SUPER STRONG
08267,LINEKONG
08268,SMART CITY DEV
08269,WEALTH GLORY
08270,CHINA CBM
08271,GDC
08275,STATE INNOVAT
08277,STEEDORIENTAL
08279,AGTECH HOLDINGS
08280,CDV HOLDINGS
08281,CH GOLD CLASSIC
08282,GAMEONE
08283,ZHONGSHI MINAN
08285,SLING GROUP
08286,CCOE
08287,ZIONCOM
08290,AHSAY BACKUP
08291,WAN CHENG-NEW
08292,WORLDGATEGLOBAL
08293,SINGASIA HLDG
08295,KINGWISOFT TECH
08296,SINO-LIFE GROUP
08297,OCEAN STAR TECH
08299,GRAND T G GOLD
08300,ROYALCATERING
08305,TONG KEE HLDG
08307,MEDICSKIN
08308,GUDOU HLDGS
08309,MANSHING GLOBAL
08310,DAFENG PORT
08311,PERFECT OPT
08313,ZACD
08315,GREATWALLE INC
08316,CHINA HONGBAO
08317,FINET GROUP
08319,EXPERT SYS
08320,AEC GROUP
08321,TAI KAM HLDGS
08325,CHINA SMARTPAY
08326,TK NEW ENERGY
08328,XY ELEC STORAGE
08329,NEP INTERLONG
08331,P.B. GROUP
08333,ASTRUM FIN
08337,DIRECTEL
08340,ZIJING INTL FIN
08341,AESO HOLDING
08347,F8 ENT
08348,BINHAI TEDA
08349,GUIXIN GROUP
08350,EXCALIBURGLOBAL
08353,ANACLE
08356,CNC HOLDINGS
08357,REPUBLIC HC
08360,AL GROUP
08362,WINNING TOWER
08363,SDM EDUCATION
08365,HATCHER GROUP
08366,ZJ UNITED INV
08367,SIMPLICITY HLDG
08368,CREATIVE CHINA
08370,ZHI SHENG GP
08371,TASTEGOURMET GP
08372,GBG HOLDINGS
08373,INDIGO STAR
08375,VERTICAL INT'L
08377,SHEN YOU HLDGS
08379,PRIME INTEL
08383,LINOCRAFT HLDGS
08385,PROSPEROUSPRINT
08391,CORNERSTONE TEC
08392,SATU HOLDINGS
08395,TREE HOLDINGS
08400,ASIA PIONEER
08401,STREAM IDEAS
08402,GT STEEL GROUP
08403,DOWWAY
08405,HANG CHI HLDG
08406,CHINA ORAL IND
08411,K W NELSON GP
08412,BCI GROUP
08413,ASIA GROCERY
08416,HM INTL HLDGS
08417,DADI EDU
08418,OPTIMA AUTO
08419,AV PROMOTIONS
08420,NEXION TECH
08422,WT GROUP
08423,CHI HO DEV
08425,HING MING HLDGS
08426,MODERN LIVING
08427,SK TARGET
08428,CBK HOLDINGS
08429,SV VISION
08430,C&N HOLDINGS
08431,HAO BAI INTL
08432,BAR PACIFIC
08436,TAKBO GROUP
08437,RMH HOLDINGS
08439,SOMERLEY CAP
08445,NOBLE ENG GP
08446,ITP HOLDINGS
08447,MS CONCEPT
08448,UNI PRINTSHOP
08450,EDICO HOLDINGS
08451,SUNLIGHT HLDGS
08452,FY FINANCIAL
08455,LAI GROUP
08456,MANSION INTL
08460,BASETROPHY GP
08462,OMNIBRIDGE HLDG
08471,REACH NEW HLDGS
08472,LAPCO HOLDINGS
08473,MI MING MART
08475,K GROUP HLDGS
08476,OCEAN ONE HLDG
08479,JTF INTL
08480,FURNIWEB
08481,SHENGLONG INTL
08482,WAN LEADER
08483,MAX SIGHT GROUP
08487,ISP GLOBAL
08489,GP LOGISTICS
08490,NICHE-TECH SEMI
08491,COOL LINK
08493,DRAGON KING GP
08495,1957 & CO.
08496,GLOBAL DINING
08500,ICONCULTURE
08501,SANBASE CORP
08502,OCEAN LINE PORT
08507,I.CENTURY HLDG
08509,WINE'S LINK
08510,TOPSTANDARDCORP
08511,MIN FU INTL
08512,HYFUSIN GROUP
08513,IAG HOLDINGS
08516,GRAND TALENTS
08519,JIA GROUP
08521,ST INTL HLDGS
08523,SHEUNG MOON
08525,BAIYING HOLDING
08526,WING FUNG GROUP
08527,JLOGO HLDGS
08532,POLYFAIR HLDGS
08535,VISTAR HOLDINGS
08536,TL NATURAL GAS
08537,CHONG FAI JEWEL
08540,VICTORY SEC
08545,AMUSE GROUP
08547,PACIFIC LEGEND
08551,ORIENTSEC INT
08552,LIFECONCEPT RTS
08598,WAN CHENG-OLD
08599,FARNOVA GROUP
08601,BOLTEK
08603,FAMEGLOW
08606,KINETIX SYSTEMS
08607,NARNIA GROUP
08609,EGGRICULTURE
08611,MINDTELL TECH
08612,WORLD SUPER
08613,ORIENTAL PAY
08616,SUNRAY ENG GP
08617,BEST LINKING
08619,WAC HOLDINGS
08620,AE LOGISTICS
08621,METROPOLIS CAP
08622,HUAKANG BIOMED
08623,CHINA SAFTOWER
08627,ORANGE TOUR
08631,SUN KONG HLDGS
08635,NOVACON TECH
08645,MICHONG META
08646,CHINA HONGGUANG
08657,TRUE PARTNER
08659,YIK WO INTL
08668,YING HAI GROUP
09600,NEWLINK TECH
09608,SUNDY SERVICE
09616,NEUEDU
09618,JD-SW
09626,BILIBILI-W
09633,NONGFU SPRING
09638,FERRETTI
09666,JINKE SERVICES
09668,CBHB
09677,WEIHAI BANK
09688,ZAI LAB-B
09696,TIANQI LITHIUM
09698,GDS-SW
09699,SF INTRA-CITY
09857,LINMON MEDIA
09858,YOURAN DAIRY
09863,LEAPMOTOR
09866,NIO-SW
09868,XPENG-W
09869,HELENS
09877,JENSCARE-B
09878,HUITONGDA NET
09886,DINGDANG HEALTH
09888,BIDU-SW
09889,DRCB
09896,MNSO
09898,WB-SW
09899,CLOUD MUSIC
09900,GAIN PLUS HLDGS
09901,NEW ORIENTAL-S
09906,HONLIV HEALTH
09908,JIAXING GAS
09909,POWERLONG CM
09911,NEWBORNTOWN
09913,CHI KAN HLDGS
09916,XINGYE WULIAN
09918,WISE ALLY-NEW
09919,ACTIVATION GP
09922,JIUMAOJIU
09923,YEAHKA
09926,AKESO-B
09928,TIMES NEIGHBOR
09929,SEM HLDGS
09933,GHW INTL
09936,XIMEI RESOURCES
09938,WAH WO HOLDINGS
09939,KINTOR PHARMA-B
09955,CLOUDR
09956,ANE
09958,LITIAN PICTURES
09959,LINKLOGIS-W
09960,KINDSTAR GLOBAL
09961,TRIP.COM-S
09963,TRANSTECH
09966,ALPHAMAB-B
09968,HUIJING HLDGS
09969,INNOCARE-B
09977,FENGXIANG CO
09978,FINELAND LIVING
09979,GREENTOWN MGMT
09982,CENTRALCHINA MT
09983,CC NEW LIFE
09986,DASHAN EDU
09987,YUM CHINA-S
09988,BABA-SW
09989,HEPALINK
09990,ARCHOSAUR GAMES
09991,BAOZUN-SW
09992,POP MART
09993,RADIANCE HLDGS
09995,REMEGEN-B
09996,PEIJIA-B
09997,KANGJI MEDICAL
09998,KWAN YONG
09999,NTES-S
80737,BAY AREA DEV-R
